SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_EmployedBarPassageRequiredFTLT,Funded_EmployedBarPassageRequiredFTST,Funded_EmployedBarPassageRequiredPTLT,Funded_EmployedBarPassageRequiredPTST,Funded_EmployedBarPassageRequiredTotalEmployed,Funded_EmployedJDAdvantageFTLT,Funded_EmployedJDAdvantageFTST,Funded_EmployedJDAdvantagePTLT,Funded_EmployedJDAdvantagePTST,Funded_EmployedJDAdvantageTotalEmployed,Funded_EmployedProfessionFTLT,Funded_EmployedProfessionFTST,Funded_EmployedProfessionPTLT,Funded_EmployedProfessionPTST,Funded_EmployedProfessionTotalEmployed,Funded_EmployedNonProfessionFTLT,Funded_EmployedNonProfessionFTST,Funded_EmployedNonProfessionPTLT,Funded_EmployedNonProfessionPTST,Funded_EmployedNonProfessionTotalEmployed,Funded_TotalFTLT,Funded_TotalFTST,Funded_TotalPTLT,Funded_TotalPTST,Funded_TotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,2-10,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,11-25,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Education-FTLT,Education-FTST,Education-PTLT,Education-PTST,Education,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKLAHOMA CITY UNIVERSITY,112,1,2,0,115,37,1,0,0,38,8,2,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,2,25,14,207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,1,0,12,57,0,0,0,57,12,0,0,0,12,2,0,0,0,2,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,45,17,2,0,0,19,5,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,157,4,2,0,163,Oklahoma,121,Texas,14,Missouri,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OKLAHOMA, UNIVERSITY OF",126,2,3,2,133,20,1,3,0,24,7,0,1,1,9,1,0,0,0,1,0,0,0,0,0,4,0,5,12,0,188,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,48,0,3,0,51,17,0,0,0,17,8,0,0,0,8,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,34,1,1,1,37,18,2,1,2,23,7,0,1,0,8,4,0,0,0,4,1,0,0,0,1,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,154,3,7,3,167,Oklahoma,128,Texas,25,Colorado,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OREGON, UNIVERSITY OF",67,3,1,11,82,12,4,2,7,25,4,0,0,0,4,0,0,1,0,1,0,0,0,1,1,6,0,2,35,5,161,0,0,0,8,8,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,6,0,1,0,7,15,1,0,0,16,5,0,0,1,6,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11,1,1,1,14,17,3,1,3,24,5,0,1,10,16,3,0,0,0,3,17,1,0,2,20,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,83,7,4,19,113,Oregon,60,Washington,16,California,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACE UNIVERSITY,111,3,13,12,139,16,2,2,5,25,9,0,2,1,12,7,0,6,1,14,0,0,0,0,0,2,0,1,29,8,230,4,0,1,8,13,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,1,10,15,1,0,2,0,3,36,1,11,2,50,13,0,0,1,14,10,0,0,0,10,3,0,0,0,3,2,1,0,0,3,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,32,2,8,2,44,18,0,0,2,20,11,0,2,8,21,2,0,0,0,2,13,0,0,0,13,0,0,0,0,0,0,0,0,3,3,0,1,0,0,1,143,5,23,19,190,New York,140,New Jersey,16,Connecticut,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEKING CHINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,140,New Jersey,16,Connecticut,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENNSYLVANIA STATE - CARLISLE,51,3,0,1,55,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,7,1,72,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,7,0,0,0,7,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,3,0,0,11,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,55,3,0,1,59,Pennsylvania,29,Delaware,5,Maryland,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENNSYLVANIA STATE - UNIVERSITY PARK,63,3,0,4,70,9,2,0,2,13,5,0,2,1,8,1,1,1,0,3,0,0,0,0,0,12,0,2,10,4,122,1,0,0,2,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,2,1,0,0,3,16,0,0,1,17,3,0,0,0,3,3,1,0,0,4,1,0,0,0,1,2,0,0,0,2,4,0,0,0,4,5,0,0,0,5,0,0,0,2,2,15,2,2,1,20,7,1,0,0,8,5,0,0,0,5,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,3,0,1,3,7,0,1,0,0,1,78,6,3,7,94,Pennsylvania,47,New York,9,Virginia,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENNSYLVANIA STATE UNIVERSITY,114,6,0,5,125,12,2,0,2,16,6,0,2,1,9,1,1,1,0,3,0,0,0,0,0,15,0,4,17,5,194,1,0,0,3,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,6,5,1,0,0,6,23,0,0,1,24,6,0,0,0,6,6,1,0,0,7,4,0,0,0,4,5,0,0,0,5,4,0,0,0,4,7,0,0,0,7,0,0,0,2,2,23,5,2,1,31,14,1,0,0,15,8,0,0,0,8,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,3,0,1,4,8,0,1,0,0,1,133,9,3,8,153,Pennsylvania,76,New York,13,Delaware,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PENNSYLVANIA, UNIVERSITY OF",255,1,2,0,258,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,270,7,0,1,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,9,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,5,0,0,0,5,5,0,0,0,5,17,0,0,0,17,25,0,0,0,25,138,0,0,0,138,0,0,0,0,0,11,1,0,0,12,5,0,1,0,6,9,0,1,0,10,28,0,0,0,28,10,0,0,0,10,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,262,1,2,0,265,New York,105,Pennsylvania,48,District Of Columbia,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPPERDINE UNIVERSITY,99,6,9,2,116,25,4,9,10,48,4,0,2,0,6,2,0,3,1,6,0,0,0,0,0,5,3,3,23,3,213,0,0,0,0,0,1,0,0,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,8,9,2,0,4,2,8,45,3,7,1,56,9,2,0,0,11,4,0,0,0,4,6,1,0,0,7,2,0,0,0,2,3,0,0,0,3,5,1,0,0,6,1,0,0,0,1,29,1,9,2,41,9,2,1,0,12,4,0,1,0,5,7,0,0,0,7,2,0,0,0,2,0,0,0,0,0,2,0,1,8,11,0,0,0,0,0,130,10,23,13,176,California,139,District Of Columbia,6,Texas,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PITTSBURGH, UNIVERSITY OF",114,2,5,5,126,29,2,3,1,35,5,0,1,0,6,2,0,0,0,2,0,0,0,0,0,1,6,1,37,8,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,34,0,6,2,42,3,0,1,2,6,5,0,0,0,5,5,0,0,0,5,12,1,0,0,13,3,0,0,0,3,15,0,0,0,15,0,0,0,0,0,37,3,1,2,43,15,0,1,0,16,5,0,0,0,5,2,0,0,0,2,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4,9,6,169,Pennsylvania,115,West Virginia,7,District Of Columbia,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,23,1,0,5,29,5,3,0,0,8,16,1,3,2,22,1,0,1,0,2,0,0,0,0,0,1,0,0,77,78,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,15,2,1,7,25,7,2,1,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,45,5,4,7,61,Puerto Rico,58,Florida,1,District Of Columbia,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO RICO, UNIVERSITY OF",28,4,2,1,35,26,3,1,3,33,22,5,3,2,32,0,0,0,0,0,0,0,0,0,0,5,9,32,48,8,202,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,5,14,3,1,1,19,4,1,0,0,5,2,0,0,0,2,7,0,0,0,7,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,23,2,2,2,29,8,1,0,0,9,3,0,0,0,3,1,0,0,0,1,7,3,0,0,10,0,0,0,0,0,1,1,0,1,3,2,1,1,0,4,76,12,6,6,100,Puerto Rico,97,Tennessee,1,District Of Columbia,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUINNIPIAC UNIVERSITY,62,2,0,0,64,41,3,4,1,49,9,1,0,0,10,1,0,3,0,4,0,0,0,0,0,1,0,6,16,1,151,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,43,2,1,1,47,5,1,0,0,6,2,0,0,0,2,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,5,0,29,23,0,1,0,24,1,0,0,0,1,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,113,6,7,1,127,Connecticut,102,New York,12,Pennsylvania,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGENT UNIVERSITY,65,4,0,2,71,10,1,1,0,12,2,0,0,0,2,1,0,1,0,2,2,0,0,0,2,0,1,4,14,19,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,29,0,0,0,29,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,3,11,3,1,2,17,11,0,1,0,12,4,1,0,0,5,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,2,0,0,0,2,80,5,2,2,89,Virginia,35,Arizona,4,Florida,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RICHMOND, UNIVERSITY OF",84,0,2,0,86,30,3,0,0,33,1,0,0,0,1,0,0,4,0,4,1,0,0,0,1,0,0,8,10,5,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,21,0,0,0,21,7,0,0,0,7,5,0,0,0,5,3,0,0,0,3,1,0,0,0,1,2,0,0,0,2,7,0,0,0,7,0,0,0,0,0,29,2,4,0,35,14,1,0,0,15,1,0,0,0,1,7,0,0,0,7,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,116,3,6,0,125,Virginia,78,District of Columbia,3,West Virginia,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGER WILLIAMS UNIVERSITY,93,0,5,2,100,9,1,1,0,11,12,0,1,1,14,0,0,5,1,6,0,0,0,0,0,5,2,2,31,10,181,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3,36,0,4,1,41,6,0,0,0,6,1,0,0,0,1,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,1,0,4,17,1,5,0,23,12,0,1,2,15,10,0,1,1,12,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,114,1,12,4,131,Rhode Island,69,Massachusetts,26,Connecticut,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUTGERS UNIVERSITY-CAMDEN,170,1,2,4,177,14,3,2,1,20,17,1,1,0,19,0,0,2,1,3,0,0,0,0,0,3,0,3,42,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,32,2,1,1,36,6,1,1,0,8,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,3,0,0,0,3,8,0,0,1,9,0,0,0,0,0,25,2,3,4,34,15,0,1,0,16,4,0,1,0,5,5,0,0,0,5,92,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,5,7,6,219,New Jersey,105,Pennsylvania,30,New York,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUTGERS UNIVERSITY-NEWARK,132,0,0,1,133,26,2,3,2,33,28,1,2,1,32,2,1,0,1,4,0,0,0,0,0,2,5,4,22,8,243,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,4,21,0,1,2,24,5,0,0,0,5,1,0,0,0,1,5,0,1,0,6,3,0,0,0,3,3,0,0,0,3,10,0,0,0,10,1,0,0,0,1,37,1,1,2,41,12,1,0,0,13,9,1,1,1,12,2,0,0,0,2,67,0,0,0,67,0,0,0,0,0,8,1,1,0,10,0,0,0,0,0,188,4,5,5,202,New Jersey,153,New York,35,District of Columbia,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAINT LOUIS UNIVERSITY,168,18,1,8,195,34,1,0,0,35,4,1,0,1,6,0,0,0,1,1,0,0,0,0,0,5,0,20,14,0,276,0,1,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,8,0,0,0,8,35,3,1,0,39,15,0,0,0,15,13,0,0,0,13,7,0,0,0,7,16,0,0,0,16,4,1,0,0,5,5,0,0,0,5,0,0,0,0,0,42,10,0,5,57,27,4,0,3,34,19,2,0,2,23,3,0,0,0,3,10,0,0,0,10,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,206,20,1,10,237,Missouri,155,Illinois,22,District Of Columbia,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMFORD UNIVERSITY,99,5,1,1,106,14,1,3,1,19,2,2,2,0,6,1,0,2,0,3,0,0,0,0,0,12,0,5,15,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,41,2,2,2,47,12,0,0,0,12,10,0,0,0,10,3,2,0,0,5,4,0,0,0,4,3,1,0,0,4,2,0,0,0,2,0,0,0,0,0,16,2,3,0,21,8,0,1,0,9,2,1,0,0,3,3,0,0,0,3,7,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,116,8,8,2,134,Alabama,89,Tennessee,12,Georgia,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN DIEGO, UNIVERSITY OF",154,14,28,37,233,15,1,3,2,21,6,1,2,0,9,1,0,4,0,5,0,0,0,0,0,5,2,14,35,3,327,0,3,0,17,20,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,3,0,17,22,0,0,1,0,1,46,2,19,10,77,13,0,3,0,16,11,0,0,0,11,6,0,0,0,6,3,0,1,0,4,3,0,0,0,3,16,0,0,0,16,0,0,0,4,4,38,5,13,2,58,22,6,0,1,29,7,0,0,7,14,6,0,0,0,6,2,0,0,0,2,0,0,0,0,0,2,3,0,14,19,0,0,0,1,1,175,16,37,39,267,California,236,District of Columbia,4,New York,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN FRANCISCO, UNIVERSITY OF",51,5,9,26,91,20,4,2,7,33,6,1,2,1,10,0,1,2,1,4,0,0,0,0,0,0,1,7,67,8,221,0,0,0,17,17,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,1,17,20,2,0,1,0,3,22,3,6,8,39,1,1,1,3,6,2,1,0,0,3,2,0,0,0,2,4,0,0,0,4,2,0,0,0,2,9,0,0,0,9,0,0,0,0,0,13,4,3,4,24,8,0,1,6,15,8,1,1,8,18,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,1,2,5,11,0,0,0,0,0,77,11,15,35,138,California,126,Indiana,1,Louisiana,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CLARA UNIVERSITY,128,6,13,7,154,40,0,1,19,60,4,0,0,0,4,1,0,6,0,7,1,0,0,0,1,4,2,28,24,14,298,1,0,0,0,1,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,1,0,0,18,19,5,0,1,0,6,41,1,8,3,53,14,0,1,0,15,7,0,0,0,7,7,0,0,0,7,1,0,0,0,1,2,0,0,0,2,28,0,0,0,28,4,0,1,0,5,41,3,9,4,57,15,1,0,0,16,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,23,1,0,0,0,1,174,6,20,26,226,California,208,Texas,4,Colorado,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEATTLE UNIVERSITY,152,2,8,4,166,45,3,2,7,57,31,3,1,2,37,2,0,3,0,5,0,0,0,1,1,7,0,5,38,7,323,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,0,13,55,0,8,8,71,8,0,1,0,9,3,0,0,1,4,8,0,0,0,8,3,0,0,0,3,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,70,4,3,1,78,29,2,0,2,33,15,2,2,1,20,1,0,0,0,1,12,0,0,0,12,0,0,0,0,0,4,0,0,0,4,0,0,0,1,1,230,8,14,14,266,Washington,235,California,7,Oregon,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETON HALL UNIVERSITY,201,3,2,2,208,40,2,2,1,45,10,0,2,1,13,1,0,0,1,2,1,0,0,0,1,0,0,0,34,11,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,30,1,3,1,35,13,0,1,0,14,6,0,0,0,6,13,0,0,0,13,9,0,0,0,9,13,0,0,0,13,9,0,0,0,9,0,1,0,0,1,41,2,2,4,49,15,0,0,0,15,5,1,0,0,6,6,0,0,0,6,89,0,0,0,89,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,253,5,6,5,269,New Jersey,207,New York,45,District Of Columbia,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUTH CAROLINA, UNIVERSITY OF",159,19,2,0,180,13,0,0,0,13,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,3,0,1,19,7,226,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,3,32,0,1,0,33,14,0,0,0,14,4,0,0,0,4,3,0,0,0,3,7,0,0,0,7,5,1,0,0,6,6,0,0,0,6,0,0,0,0,0,20,17,0,0,37,27,0,0,0,27,10,0,0,0,10,6,0,0,0,6,37,1,0,0,38,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,174,19,2,1,196,South Carolina,134,North Carolina,25,Georgia,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
